Address,Area,Rent,Latitude,Longitude
"1571 SANDHURST CIRC 166, Toronto, Ontario M1V1V2",552 Sqft Retail,$105 CAD / MONTH,43.8092547,-79.2696045
"3205 DANFORTH AVE Main, Toronto, Ontario M1L1B8",Retail,"$3,500 CAD / MONTH",43.6921106,-79.2832086
"275 DUNDAS ST W 22, Toronto, Ontario M5T3K1",442 Sqft Retail,$0.01 CAD / MONTH,43.6541583,-79.3904907
"300 KING ST E, Toronto, Ontario M5A1K4","10,771 Sqft Retail",$35 CAD,43.6522037,-79.3646318
"1354 St Clair Ave W, Toronto, Ontario M6E1C4",1 Bath 0.023 ac Lot Size Commercial,"$2,600 CAD / MONTH",43.6767109,-79.4492831
"3150 Eglinton Ave E 14, Toronto, Ontario M1J2H2",0.11 ac Lot Size Commercial,$23 CAD / MONTH,43.7428169,-79.2226648
"39 ORFUS RD G, Toronto, Ontario M6A1L7","9,302 Sqft Retail",$16 CAD,43.7191248,-79.4592435
"1412 KENNEDY RD 1A, Toronto, Ontario M1P2L7","1,100 Sqft Retail",$30 CAD,43.7633693,-79.2807902
"2574 YONGE ST, Toronto, Ontario M4P2J3","5,965 Sqft Retail",$69 CAD,43.7139686,-79.4002472
"4417 SHEPPARD AVE, Toronto, Ontario M1S1V1","1,300 Sqft Retail",$26 CAD,43.7872032,-79.2687529
"#C-102 -3276 MIDLAND AVE C-102, Toronto, Ontario M1V0C8",469 Sqft Retail,"$2,100 CAD / MONTH",43.8052011,-79.2896409
"2314 BLOOR ST W, Toronto, Ontario M6S1P2","2,500 Sqft Retail","$12,000 CAD / MONTH",43.6506483,-79.4799021
"208 CARLTON ST, Toronto, Ontario M4A2L1","1,000 Sqft Retail","$2,499 CAD / MONTH",43.6640145,-79.3701351
"2415 ST CLAIR AVE W Main, Toronto, Ontario M6N1K9","1,400 Sqft Retail","$2,180 CAD / MONTH",None,None
"398 COLLEGE ST, Toronto, Ontario M5T1S8","2,350 Sqft Retail",$47 CAD,43.6570393,-79.4059643
"398 College St, Toronto, Ontario M5T 1S8",0.054 ac Lot Size Commercial,"$4,500 CAD / MONTH",43.6570393,-79.4059643
"1289 QUEEN ST W, Toronto, Ontario M6K1L6","1,500 Sqft Retail",$40 CAD,43.6413038,-79.4320383
"461 Bloor St W, Toronto, Ontario M5S1X9",0.02 ac Lot Size Commercial,"$5,500 CAD / MONTH",43.665958,-79.4065308
"1856 Danforth Ave, Toronto, Ontario M4C1J4",2 Baths 0.045 ac Lot Size Commercial,"$4,000 CAD / MONTH",43.6849351,-79.3173984
"1756 VICTORIA PARK AVE, Toronto, Ontario M1R1R4","1,500 Sqft Retail","$3,500 CAD / MONTH",43.7364898,-79.3081194
"6100 FINCH AVE W E104, Toronto, Ontario M9V0A1","1,219 Sqft Retail",$35 CAD,None,None
"3585 KEELE ST 8, Toronto, Ontario M3J3H5","2,000 Sqft Retail","$6,300 CAD / MONTH",43.7507138,-79.4869983
"139 LOWER JARVIS ST, Toronto, Ontario M5E1Z6","1,316 Sqft Retail","$10,000 CAD / MONTH",43.6489772,-79.3710301
"985 O'CONNOR DR N, Toronto, Ontario M4B2T1","1,100 Sqft Retail","$4,000 CAD / MONTH",43.7086641,-79.3102405
"68 ABELL ST 8 To 11, Toronto, Ontario M6J0A2","2,903 Sqft Retail",$35 CAD,None,None
"180 QUEENS PLATE DR A14, Toronto, Ontario M9W6Y9","1,459 Sqft Retail",$22 CAD,43.7187694,-79.5945523
"975 BLOOR ST #2, Toronto, Ontario M6H1L7",1 Bed 1 Bath Retail,"$1,575 CAD / MONTH",None,None
"1576 KINGSTON RD, Toronto, Ontario M1N1S2","1,748 Sqft Retail","$2,700 CAD / MONTH",43.6904452,-79.2669104
"365A WILSON AVE #211, Toronto, Ontario M3H1T3",150 Sqft Retail,$475 CAD / MONTH,43.7364779,-79.4371415
"3027 BATHURST ST, Toronto, Ontario M6B3B5",2 Baths 650 Sqft Retail,"$3,500 CAD / MONTH",43.7182533,-79.4291972
"1647 EGLINTON AVE W Mainflr, Toronto, Ontario M6E2H1",2 Baths 900 Sqft Retail,"$2,000 CAD / MONTH",None,None
"1729 BAYVIEW AVE, Toronto, Ontario M4G3C1",1 Bath 900 Sqft Retail,"$4,500 CAD / MONTH",43.7084909,-79.3760312
"507 QUEEN ST W Front, Toronto, Ontario M5V2B4",3 Beds 2 Baths Retail,"$4,500 CAD / MONTH",None,None
"1402 QUEEN ST W, Toronto, Ontario","2,200 Sqft Retail",$50 CAD,43.6411994,-79.4344013
"1575 LAWRENCE AVE W 205, Toronto, Ontario M6L1C3",720 Sqft Retail,"$1,500 CAD / MONTH",43.7057987,-79.4885361
"2075 YONGE ST, Toronto, Ontario M4S2A4","2,480 Sqft Retail",$65.8 CAD,43.7026783,-79.3971247
"492 PARLIAMENT ST N, Toronto, Ontario M4X1P2","2 Baths 1,580 Sqft Retail",$58 CAD / MONTH,43.6648746,-79.3684892
"3028 BATHURST ST, Toronto, Ontario M6B3B6","2 Baths 1,022 Sqft Retail","$4,200 CAD / MONTH",43.7181257,-79.4297082
"2326 DANFORTH AVE, Toronto, Ontario M4G1K7","1,290 Sqft Retail",$26 CAD,43.6871826,-79.3070536
"6230 FINCH AVE W A102, Toronto, Ontario M9V0A1","1,403 Sqft Retail",$35 CAD,None,None
"3331 MARKHAM RD 108, Toronto, Ontario M1X1S8",970 Sqft Retail,"$4,700 CAD / MONTH",43.8350954,-79.250357
"384 Yonge St 26, Toronto, Ontario M5B1S8",0.008 ac Lot Size Commercial,"$1,200 CAD / MONTH",43.6592381,-79.382903
"3268 FINCH AVE E 4Sl, Toronto, Ontario M1W3P7",1 Bath 450 Sqft Retail,$35 CAD / MONTH,43.7965361,-79.3188289
"1733 Bloor St W, Toronto, Ontario M6P1B2",1 Bath 0.022 ac Lot Size Commercial,"$6,000 CAD / MONTH",43.6545708,-79.4597384
"3250 DUFFERIN ST 4C, Toronto, Ontario M6A2T3",910 Sqft Retail,$35 CAD,43.7200405,-79.4564275
"285 DUNDAS ST W Main, Toronto, Ontario M5T1G1","1,400 Sqft Retail","$8,000 CAD / MONTH",43.6542451,-79.3909453
"99 FLORAL PKWY, Toronto, Ontario M6L2C4","4,200 Sqft Retail",$12.5 CAD,43.7231527,-79.4728055
"1792 Weston Rd Main Fl, Toronto, Ontario M9N1V8",0.025 ac Lot Size Commercial,"$3,500 CAD / MONTH",43.6986856,-79.5128407
"606 GERRARD ST E Bsmt, Toronto, Ontario M4M1Y3","2 Baths 2,400 Sqft Retail","$2,000 CAD / MONTH",43.6657521,-79.3517206
"1466 BATHURST ST 108, Toronto, Ontario M5R3S3","1,028 Sqft Retail",$0.01 CAD / MONTH,43.6827712,-79.4183088
"595 SHEPPARD AVE E 103, Toronto, Ontario M2K1B4","1,025 Sqft Retail",$55 CAD,43.7677078,-79.3836931
"1425 Gerrard St E, Toronto, Ontario M4L1Z7",0.018 ac Lot Size Commercial,"$2,099 CAD / MONTH",43.672043,-79.3223496
"2245 KENNEDY RD E 5, Toronto, Ontario M1T3G8","1,608.76 Sqft Retail",$19 CAD,43.7826533,-79.2872632
"200 QUEENS QUAY E 2-2, Toronto, Ontario M5A4K9","2,542 Sqft Retail",$5 CAD,43.6463782,-79.3626153
"289 HORNER AVE B, Toronto, Ontario M8Z4Y4","4,662 Sqft Retail",$12 CAD,43.6062747,-79.5238576
"823 ST CLAIR AVE W, Toronto, Ontario M6C1B9","1 Bath 1,200 Sqft Retail","$3,000 CAD / MONTH",43.6803474,-79.4309392
"377 BROADVIEW AVE 102, Toronto, Ontario M4K2M7","1 Bath 1,319 Sqft Retail",$35 CAD,43.6658349,-79.3526172
"817 DUNDAS ST W Main, Toronto, Ontario M6J1V4",720 Sqft Retail,"$2,600 CAD / MONTH",43.6515517,-79.4087347
"377 BROADVIEW AVE 101, Toronto, Ontario M4K2M7","1 Bath 1,219.9 Sqft Retail",$35 CAD,43.6658349,-79.3526172
"5629 YONGE AVE, Toronto, Ontario M2M3S9",169 Sqft Retail,"$3,980 CAD / MONTH",43.7805006,-79.4154526
"371 OLD KINGSTON RD 2, Toronto, Ontario M1C1B7",500 Sqft Retail,"$2,000 CAD / MONTH",43.7834364,-79.169776
"870 BROWNS LINE Bsmt., Toronto, Ontario M8W3W2",1 Bath 950 Sqft Retail,$750 CAD / MONTH,43.6098931,-79.5492086
